Date,Open,High,Low,Close,Volume
2020-03-30,61.5563,62.7296,61.2292,62.5562,171054986.69939
2020-03-27,62.0528,62.8154,60.65,60.8215,207959340.57092
2020-03-26,60.5204,63.5063,60.4805,63.4465,257189423.22598
2020-03-25,61.5592,63.3996,59.9741,60.2771,309166230.50176
2020-03-24,58.027,60.8085,57.5206,60.6082,292800749.07878
2020-03-23,55.9912,56.0959,52.1968,55.084,342924585.58437
2020-03-20,60.6829,61.8254,55.9723,56.2783,409055319.07971
2020-03-19,60.7338,62.0756,59.5613,60.0927,276839408.62363
2020-03-18,58.8625,61.3758,58.2114,60.5572,305736080.62685
2020-03-17,60.7637,63.2441,58.5285,62.0796,329994914.24864
2020-03-16,59.3999,63.604,58.9203,59.4637,328332595.23873
2020-03-13,65.0286,68.7194,62.1016,68.2419,377526630.27519
2020-03-12,62.8334,66.2858,60.8833,60.9411,426143545.32526
2020-03-11,68.0983,69.0414,66.7424,67.6197,261078616.02219
2020-03-10,68.0354,70.3235,66.1313,70.0513,290518663.39651
2020-03-09,64.7515,68.2717,64.5671,65.3427,292000076.28202
2020-03-06,69.2289,71.3963,69.0434,70.9556,230322184.60492
2020-03-05,72.5507,73.5397,71.5408,71.9096,191010572.40881
2020-03-04,72.777,74.4868,71.9615,74.3233,223195207.9069
2020-03-03,74.5496,74.6304,70.165,71.0284,325330515.09756
2020-03-02,69.2976,74.0032,68.181,73.3552,347654230.14272
2020-02-28,63.1603,68.3515,62.939,67.1093,434708544.96265
2020-02-27,69.0125,70.2148,67.0106,67.1492,326481344.69964
2020-02-26,70.3444,73.1329,70.3374,71.8458,202355599.94013
2020-02-25,73.8836,74.2715,70.2458,70.7223,234901062.69171
2020-02-24,72.9794,74.6742,71.0054,73.2037,226267540.682
2020-02-21,78.2224,78.668,76.2265,76.8536,132082808.70181
2020-02-20,79.2054,79.7029,78.1207,78.6362,102409056.64593
2020-02-19,78.5604,79.6829,78.5604,79.4487,95706433.380605
2020-02-18,77.4199,78.5006,77.2374,78.3161,155561889.14211
2020-02-14,79.7248,80.0279,79.2602,79.7757,81582055.014253
2020-02-13,79.5883,80.0867,79.3819,79.7557,96484032.010238
2020-02-12,78.9203,80.3339,78.9203,80.3279,115814658.25635
2020-02-11,79.4447,79.5185,78.2443,78.4676,96051803.630304
2020-02-10,77.1317,78.9402,77.05,78.9402,111352920.38576
2020-02-07,79.1416,79.3948,78.0679,78.5684,119840872.72705
2020-02-06,79.005,79.6541,78.4428,79.6511,107612494.98204
2020-02-05,79.2354,79.5414,78.1157,78.7269,121291828.99587
2020-02-04,77.2255,78.2862,76.8157,78.0938,139450517.45121
2020-02-03,74.5307,76.7818,74.0192,75.5984,177594773.78992
2020-01-31,78.6032,79.0329,75.5066,75.8087,203728659.32933
2020-01-30,78.5106,79.3749,78.0679,79.321,129372404.52934
2020-01-29,79.4646,80.2961,78.7089,79.4367,221092872.83518
2020-01-28,76.5615,77.9821,76.4618,77.8086,165599334.39611
2020-01-27,75.9373,76.3581,74.6702,75.6692,165299314.05269
2020-01-24,78.4378,79.1884,77.7658,77.9592,149577302.38166
2020-01-23,77.8635,78.2663,77.3072,78.1845,106639144.08179
2020-01-22,78.026,78.373,77.717,77.8106,103944876.98116
2020-01-21,77.688,78.1337,77.3929,77.5345,113142600.69356
2020-01-17,77.4597,78.0659,77.1497,78.0639,140675344.07367
2020-01-16,76.8057,77.3191,76.4378,77.2075,111086571.43498
2020-01-15,76.378,77.2723,75.8187,76.2514,124452720.07133
2020-01-14,77.5664,77.7788,76.4578,76.5814,165987098.56311
2020-01-13,76.3262,77.6581,76.2036,77.6312,124619469.14501
2020-01-10,76.069,76.5785,75.4968,76.0042,143791287.46599
2020-01-09,75.2475,76.0261,74.9963,75.8377,174022747.47748
2020-01-08,72.781,74.5626,72.779,74.2575,135109542.81419
2020-01-07,73.435,73.6972,72.8607,73.0831,113823807.20067
2020-01-06,71.9515,73.4649,71.7023,73.425,121038376.26169
2020-01-03,72.779,73.6185,72.6185,72.8488,149575255.15618
2020-01-02,72.5537,73.6225,72.2955,73.5616,138461336.41248
2019-12-31,71.0084,71.9246,70.9077,71.9176,103085454.53032
2019-12-30,70.8938,71.6864,69.8549,71.3983,147230550.05209
2019-12-27,71.3015,71.9974,70.5647,70.9755,149408092.82581
2019-12-26,69.7592,71.0214,69.7303,71.0034,95272186.863642
2019-12-24,69.7273,69.7762,69.2907,69.6226,49484504.335754
2019-12-23,68.7064,69.6176,68.6666,69.5588,100759210.56542
2019-12-20,69.1231,69.2249,68.2239,68.4423,281859051.04768
2019-12-19,68.4572,68.866,68.3216,68.5828,100551243.14929
2019-12-18,68.53,69.0434,68.3635,68.516,118507109.8361
2019-12-17,68.4731,69.0125,68.2837,68.6765,116674305.39044
2019-12-16,67.8401,68.7722,67.8361,68.5449,130986387.5525
2019-12-13,66.4862,67.4273,66.3556,67.3914,136505354.39139
2019-12-12,65.5859,66.7544,65.4723,66.4862,140605626.06549
2019-12-11,65.8372,66.3975,65.7604,66.3177,80530139.202934
2019-12-10,65.7854,66.1463,65.1124,65.7554,92407481.470642
2019-12-09,66.1293,66.3257,64.8831,65.3726,131400976.29136
2019-12-06,65.5112,66.3726,65.4683,66.3027,108392783.79235
2019-12-05,64.6079,65.1194,64.3488,65.0446,76193818.718907
2019-12-04,63.9399,64.4903,63.8453,64.1065,68636411.10693
2019-12-03,63.2661,63.5662,62.7676,63.5462,119946691.51549
2019-12-02,65.4603,65.6986,64.5242,64.6977,96740196.992201
2019-11-29,65.2929,65.6398,65.1224,65.4553,47584490.510509
2019-11-27,65.0446,65.6358,64.9798,65.5999,66508646.706187
2019-11-26,65.3785,65.4325,64.2918,64.7295,107524695.9907
2019-11-25,64.3448,65.254,64.2968,65.238,85863023.17527
2019-11-22,64.3148,64.4594,63.8841,64.1134,66680158.262286
2019-11-21,64.583,64.6597,63.9669,64.1693,123913340.85228
2019-11-20,65.0346,65.1662,63.7755,64.4624,108647670.88834
2019-11-19,65.6159,65.6398,64.9998,65.2191,77860712.640855
2019-11-18,65.0964,65.4992,64.7146,65.4185,88604243.056418
2019-11-15,64.581,65.0924,64.4175,65.0864,102456840.95508
2019-11-14,64.5989,64.8761,64.1922,64.3268,91440522.006352
2019-11-13,63.9539,64.8502,63.9399,64.7744,105412620.29836
2019-11-12,64.0586,64.3646,63.9041,64.1573,89201702.89506
2019-11-11,63.2631,64.285,63.2591,64.2172,83731468.247766
2019-11-08,63.3577,63.7855,62.9061,63.7117,71535764.863474
2019-11-07,63.3707,63.7635,63.2171,63.5412,96909782.691888
2019-11-06,62.6988,62.8752,62.3538,62.8134,77670727.908965
2019-11-05,62.7656,63.0477,62.5881,62.7854,81799961.654952
2019-11-04,62.8354,62.962,62.3598,62.8772,105730568.15825
2019-11-01,60.9331,62.4933,60.8414,62.4665,154723423.4194
2019-10-31,60.3758,60.8434,57.9373,60.7437,142475341.75598
2019-10-30,59.7677,59.8983,58.9003,59.4019,127486788.48687
2019-10-29,60.7936,60.9839,59.2353,59.4097,146240279.70083
2019-10-28,60.4197,60.8633,60.2473,60.8135,98872235.389906
2019-10-25,59.3769,60.2503,59.3081,60.2123,75226576.394456
2019-10-24,59.7049,59.7766,59.0459,59.4815,73371267.514202
2019-10-23,59.1196,59.3969,58.9023,59.3819,81628444.080552
2019-10-22,58.8884,59.1456,58.5115,58.5963,92896301.943652
2019-10-21,58.0011,58.8455,57.9523,58.7259,91600088.237452
2019-10-18,57.2853,58.0151,57.2125,57.7279,99830218.55783
2019-10-17,57.4089,57.6641,57.0201,57.4518,70736561.535282
2019-10-16,56.9842,57.4418,56.9413,57.2325,78983535.074855
2019-10-15,57.7239,58.032,57.3561,57.4617,94356182.350226
2019-10-14,57.361,58.1476,57.3052,57.5944,99978948.837468
2019-10-11,56.8805,58.03,56.727,57.678,171959759.05652
2019-10-10,55.6573,56.2714,55.5017,56.1856,118610213.3676
2019-10-09,55.4349,55.6233,55.0979,55.4349,77929960.218482
2019-10-08,55.1428,55.6901,54.7779,54.7959,119919523.90044
2019-10-07,55.2534,56.1458,55.1478,55.4419,126498805.09009
2019-10-04,55.0979,55.5476,54.6692,55.429,142332143.29827
2019-10-03,53.3373,53.9594,52.5338,53.9255,124301369.82454
2019-10-02,54.4668,54.5954,53.2177,53.4649,146475308.40869
2019-10-01,54.9623,55.7301,54.746,54.8427,148194921.64683
2019-09-30,53.9444,54.8397,53.9186,54.6892,107780773.7073
2019-09-27,53.8558,53.9594,53.0582,53.4331,103860410.12264
2019-09-26,53.7212,53.9544,53.4331,53.6932,78171119.569243
2019-09-25,53.3662,54.088,53.0222,53.9764,92064992.984208
2019-09-24,53.9764,54.3243,53.0352,53.1578,128731101.36585
2019-09-23,53.4629,53.6813,53.1498,53.4071,79528016.810342
2019-09-20,54.0581,54.3423,53.105,53.1698,237429801.43077
2019-09-19,54.2117,54.6384,53.8128,53.9594,90864561.545998
2019-09-18,53.9833,54.414,53.5815,54.3941,105014479.5769
2019-09-17,53.7112,53.9255,53.5038,53.8956,75296901.248014
2019-09-16,53.1698,53.753,53.128,53.6962,86647550.87578
2019-09-13,53.7212,53.9186,52.9924,53.4151,162840019.48909
2019-09-12,54.8945,55.2904,54.417,54.4738,131975772.21042
2019-09-11,53.2516,54.6274,53.1698,54.5984,181376491.76179
2019-09-10,52.2237,52.9336,51.6973,52.9136,130138081.90718
2019-09-09,52.461,52.8498,51.5388,52.2954,111838405.71681
2019-09-06,52.2686,52.3583,51.8927,52.0751,79293137.556971
2019-09-05,51.7691,52.2486,51.6484,52.0811,98068515.326601
2019-09-04,50.8878,51.1559,50.6246,51.0832,78697388.921994
2019-09-03,50.4073,50.5409,49.8709,50.2268,82148661.028311
2019-08-30,51.3165,51.3843,50.5947,50.9745,86665648.910791
2019-08-29,50.9147,51.1161,50.4651,51.0393,86031262.78157
2019-08-28,49.841,50.2308,49.6465,50.184,65350248.087196
2019-08-27,50.7552,50.9276,49.6985,49.8559,106055698.86074
2019-08-26,50.2667,50.5927,50.0702,50.4222,106746913.80289
2019-08-23,51.143,51.7811,49.0833,49.4811,191996235.75044
2019-08-22,52.0582,52.3602,51.459,51.8797,91191942.090107
2019-08-21,52.0093,52.1719,51.6694,51.9247,88312700.493406
2019-08-20,51.491,52.0981,51.3543,51.3643,110241786.4959
2019-08-19,51.4271,51.9465,51.2865,51.3623,100054422.34777
2019-08-16,49.8848,50.5847,49.7761,50.4252,117998548.33183
2019-08-15,49.6815,50.0922,48.7533,49.2638,114188912.46334
2019-08-14,49.6077,50.4093,49.4691,49.509,149670350.33477
2019-08-13,49.0873,51.801,49.0404,51.0293,194686574.90644
2019-08-12,48.7403,49.3396,48.6306,48.9547,92068609.98328
2019-08-09,49.1551,49.511,48.6626,49.0803,100823634.47457
2019-08-08,48.6994,49.511,48.509,49.487,111030594.21168
2019-08-07,47.536,48.545,47.1512,48.4223,137154188.4559
2019-08-06,47.7544,48.1811,47.202,47.9218,147268328.93536
2019-08-05,48.1611,48.3256,46.8471,47.0336,215376716.35471
2019-08-02,49.9985,50.2138,49.0504,49.6286,167975776.00897
2019-08-01,52.0333,53.0382,50.2906,50.7014,222056560.34967
2019-07-31,52.6474,53.8528,51.3972,51.8239,284801424.62485
2019-07-30,50.7821,51.1261,50.4321,50.7881,139502756.30636
2019-07-29,50.7093,51.2407,50.7034,51.0094,89094837.925256
2019-07-26,50.4721,51.0214,50.3903,50.5339,72427562.766075
2019-07-25,50.815,50.9018,50.2886,50.3604,57179346.878906
2019-07-24,50.5159,50.8798,50.3983,50.7602,61627245.665694
2019-07-23,50.7093,50.82,50.4271,50.802,75454494.479342
2019-07-22,49.5409,50.4123,49.5309,50.4093,91579994.132514
2019-07-19,50.0613,50.2308,49.2258,49.2836,86036075.416497
2019-07-18,49.6247,50.0822,49.5529,50.0294,76387442.516974
2019-07-17,49.6366,49.8948,49.4472,49.4671,57992829.629946
2019-07-16,49.7712,50.139,49.504,49.7483,69336010.545818
2019-07-15,49.6465,50.0802,49.6247,49.9217,69667359.156575
2019-07-12,49.2488,49.6247,49.187,49.4542,72330294.980718
2019-07-11,49.4572,49.7213,49.0703,49.0803,83004505.59904
2019-07-10,49.1052,49.5598,49.0335,49.4372,73571454.26982
2019-07-09,48.4622,49.0205,48.3655,48.9547,84591986.029443
2019-07-08,48.847,48.9935,48.2657,48.6546,104161886.89497
2019-07-05,49.4671,49.8898,49.3564,49.6815,70974996.601662
2019-07-03,49.4492,49.7343,49.3086,49.7263,46707031.210718
2019-07-02,48.9955,49.4113,48.9835,49.3176,69617194.60927
2019-07-01,49.4212,49.7463,48.8081,49.0305,112293498.62637
2019-06-28,48.3336,48.533,47.9338,48.1451,127889449.95564
2019-06-27,48.7194,49.0355,48.548,48.5878,85914442.538391
2019-06-26,48.1073,48.8919,48.0096,48.6028,107158181.4425
2019-06-25,48.2707,48.4762,47.5061,47.5749,86615808.348706
2019-06-24,48.2977,48.6895,48.2059,48.3077,74900402.519754
2019-06-21,48.3635,48.857,48.2009,48.3575,196498386.51416
2019-06-20,48.7384,48.7982,48.1711,48.525,88439578.32108
2019-06-19,48.5728,48.6226,47.9996,48.1322,86837381.137938
2019-06-18,47.6945,48.7194,47.4861,48.2757,109145719.42332
2019-06-17,46.9249,47.4243,46.7475,47.1672,60301840.189116
2019-06-14,46.5979,47.0914,46.2918,46.887,77124560.046068
2019-06-13,47.3595,47.872,47.0954,47.23,89099924.392892
2019-06-12,47.1821,47.6746,47.0435,47.2369,75035107.148249
2019-06-11,47.3985,47.6826,47.0954,47.3865,110715539.1486
2019-06-10,46.6617,47.5261,46.6148,46.8471,107788522.2702
2019-06-07,45.3676,46.6876,45.1911,46.2539,126137228.55808
2019-06-06,44.5361,45.1184,44.3108,45.0556,92601030.039943
2019-06-05,44.8282,45.0008,44.0636,44.4075,122392429.85543
2019-06-04,42.6808,43.7475,42.4545,43.6997,127302917.34604
2019-06-03,42.7197,43.28,41.4197,42.1544,166059934.05134
2019-05-31,42.8703,43.297,42.5712,42.5891,111170602.9697
2019-05-30,43.287,43.6,42.9769,43.3737,87224528.42905
2019-05-29,42.9171,43.6299,42.8154,43.1494,117080207.71445
2019-05-28,43.5222,43.935,43.277,43.3568,114889136.8025
2019-05-24,43.8373,44.3089,43.4494,43.5352,97486196.53094
2019-05-23,43.7395,43.922,43.254,43.7047,150166227.26604
2019-05-22,44.923,45.1772,44.4095,44.4603,122290195.96847
2019-05-21,45.0556,45.7365,44.932,45.3905,116602054.68047
2019-05-20,44.6448,44.8452,43.8572,44.5381,158727183.608
2019-05-17,45.4723,46.4404,45.4294,45.9767,135159170.72963
2019-05-16,46.1941,46.8232,45.9389,46.236,135785142.27061
2019-05-15,45.3088,46.6477,45.2529,46.4444,109119872.8254
2019-05-14,45.3447,46.1423,45.1024,45.897,150165983.52483
2019-05-13,45.6647,46.0874,44.4783,45.1792,236085478.42716
2019-05-10,48.0255,48.3755,46.895,47.9667,169400538.6245
2019-05-09,48.5608,48.8719,47.6596,48.6406,144054723.55895
2019-05-08,48.9267,49.7613,48.8889,49.167,108693246.48091
2019-05-07,49.8928,50.2607,48.6626,49.1601,159963240.38068
2019-05-06,49.507,50.6067,49.3146,50.5179,133880556.54248
2019-05-03,51.1061,51.3334,50.9476,51.3125,86215009.544179
2019-05-02,50.8518,51.5288,50.4371,50.6834,132036824.8678
2019-05-01,50.8598,52.1768,50.7014,51.0174,267518064.99066
2019-04-30,49.2059,49.2916,48.2509,48.6276,192032167.01521
2019-04-29,49.5339,49.9138,49.3994,49.5827,91630534.823649
2019-04-26,49.6515,49.6765,48.9777,49.509,76957846.079142
2019-04-25,50.1212,50.3464,49.7063,49.7463,76520851.204592
2019-04-24,50.2467,50.5179,50.171,50.1989,72383516.825076
2019-04-23,49.5409,50.3435,49.4093,50.2766,96245231.83358
2019-04-22,49.1531,49.6615,49.0335,49.5628,80219705.192191
2019-04-18,49.2218,49.4711,49.0773,49.3994,99846847.124279
2019-04-17,48.3555,49.2856,48.1272,49.2238,119287429.74095
2019-04-16,48.3355,48.7962,48.1153,48.2857,106039344.127
2019-04-15,48.1192,48.4323,47.9836,48.2807,72367159.082186
2019-04-12,48.2737,48.504,47.5479,48.191,114557860.41136
2019-04-11,48.6706,48.7054,48.0873,48.2109,86249792.316452
2019-04-10,48.1451,48.6446,48.0255,48.6148,89528317.108806
2019-04-09,48.543,49.1571,48.2807,48.3455,147602091.88797
2019-04-08,47.5998,48.525,47.5799,48.4941,106804046.54002
2019-04-05,47.6068,47.7623,47.4781,47.7394,76452507.375208
2019-04-04,47.202,47.5869,46.8053,47.4183,78877440.447615
2019-04-03,46.8331,47.6197,46.8073,47.3376,96034112.833679
2019-04-02,46.3058,47.1232,46.2958,47.0186,93945632.894568
2019-04-01,46.4404,46.4503,45.6528,46.3436,114975865.53926
2019-03-29,45.9997,46.0575,45.6926,46.0286,97239623.718173
2019-03-28,45.7933,45.9369,45.4424,45.7365,85752757.86524
2019-03-27,45.7435,45.9827,45.2071,45.6747,123173259.3098
2019-03-26,46.4474,46.7405,44.7266,45.2659,205508132.59815
2019-03-25,46.4104,46.5221,45.2191,45.7415,180933074.35672
2019-03-22,47.3346,47.9038,46.229,46.2958,175000526.84443
2019-03-21,46.0445,47.5769,45.9957,47.2728,210599149.06627
2019-03-20,45.1293,45.9209,44.7634,45.598,128070753.28793
2019-03-19,45.6448,45.8013,45.0526,45.2011,130592692.34959
2019-03-18,45.0227,45.6548,45.0207,45.563,108199411.75988
2019-03-15,44.7934,45.3925,44.5261,45.1024,161115451.18289
2019-03-14,44.5631,44.6129,44.239,44.5232,97303784.828165
2019-03-13,44.1613,44.4215,43.8453,44.0337,128059578.30549
2019-03-12,43.6199,44.266,43.4634,43.8423,133981542.63498
2019-03-11,42.5283,43.4016,42.4944,43.3528,132097527.46066
2019-03-08,41.2741,41.941,41.0748,41.9012,99036351.456777
2019-03-07,42.1295,42.2711,41.6878,41.8035,102325333.04761
2019-03-06,42.3259,42.5283,42.1475,42.289,85876649.612427
2019-03-05,42.639,42.6519,42.294,42.5382,81448923.168494
2019-03-04,42.5772,43.0766,42.1544,42.616,113218913.75689
2019-03-01,42.2311,42.4445,41.8952,42.3997,106822499.65482
2019-02-28,42.2411,42.3857,41.9032,41.961,116434432.95311
2019-02-27,41.975,42.4077,41.8594,42.3757,114866210.08376
2019-02-26,42.0926,42.4814,41.965,42.2441,70442355.873951
2019-02-25,42.2013,42.622,42.1495,42.2193,90263140.662061
2019-02-22,41.5781,41.9232,41.5283,41.9152,78047492.627313
2019-02-21,41.633,41.7706,41.2701,41.4515,71182919.88358
2019-02-20,41.4815,42.0029,41.4346,41.6898,107764168.21101
2019-02-19,41.1266,41.5433,41.0728,41.4197,78293733.430458
2019-02-15,41.4975,41.6081,41.1366,41.3,101625620.26406
2019-02-14,41.1266,41.5015,41.0458,41.3897,90107938.702442
2019-02-13,41.5303,41.7975,41.1784,41.2402,92808754.71792
2019-02-12,41.2202,41.4376,41.1246,41.4107,91955742.760995
2019-02-11,41.4495,41.4875,41.0149,41.0568,86631992.56391
2019-02-08,40.9501,41.3599,40.8105,41.297,98296065.292057
2019-02-07,41.5981,41.973,41.1026,41.2472,131547814.8183
2019-02-06,42.1375,42.3628,41.7098,42.0428,117033997.1911
2019-02-05,41.7128,42.2441,41.5861,42.0278,149616807.51435
2019-02-04,40.3938,41.4177,40.3658,41.3239,130527864.2112
2019-02-01,40.2881,40.7737,40.0399,40.1794,135387323.52826
2019-01-31,40.0837,40.7787,39.7059,40.1625,168838270.80261
2019-01-30,39.3939,40.0927,38.6671,39.8714,253258672.05329
2019-01-29,37.701,38.1546,37.1826,37.3252,172350960.67659
2019-01-28,37.5933,37.7209,37.0749,37.7129,108548351.86529
2019-01-25,37.5216,38.1546,37.2354,38.0679,139033312.75738
2019-01-24,37.1826,37.2753,36.6144,36.8456,105438003.48708
2019-01-23,37.1926,37.4378,36.6044,37.1357,95860558.064294
2019-01-22,37.7389,37.8147,36.8287,36.9891,125962433.01558
2019-01-18,38.0031,38.0958,37.6352,37.8376,139875145.71967
2019-01-17,37.2055,38.043,36.9802,37.6083,123588530.12281
2019-01-16,36.9413,37.6133,36.9214,37.389,126690743.76381
2019-01-15,36.2623,37.0091,36.2105,36.9383,118984862.65304
2019-01-14,36.397,36.4967,36.0052,36.1976,134438472.12949
2019-01-11,36.8915,37.0849,36.5565,36.7479,111993038.94696
2019-01-10,36.7988,37.1477,36.399,37.1098,148286657.61026
2019-01-09,36.5016,37.2872,36.1059,36.9911,186905169.12981
2019-01-08,36.0899,36.6342,35.8367,36.3711,170022160.93975
2019-01-07,35.8786,35.9104,35.2046,35.6911,227016761.01498
2019-01-04,34.8746,35.8446,34.6991,35.7729,242886638.33635
2019-01-03,34.7431,35.1588,34.2635,34.3094,378427242.98308
2019-01-02,37.377,38.3281,37.2125,38.1048,153504636.16227
2018-12-31,38.2484,38.4537,37.7529,38.0629,145065676.80563
2018-12-28,38.0031,38.2454,37.2922,37.6961,175269324.24079
2018-12-27,37.6033,37.8247,36.2145,37.6761,220134285.83103
2018-12-26,35.7828,37.9363,35.404,37.9233,242784995.24596
2018-12-24,35.747,36.5664,35.3721,35.4309,154041306.14269
2018-12-21,37.8475,38.1626,36.1059,36.3681,396795663.21987
2018-12-20,38.7079,39.1147,37.4767,37.8396,268440076.77181
2018-12-19,40.0578,40.4018,38.3869,38.8196,203267850.0366
2018-12-18,39.9033,40.4217,39.665,40.0737,140250184.1886
2018-12-17,39.9213,40.6211,39.2683,39.5574,183543465.39541
2018-12-14,40.7787,40.7985,39.8793,39.9292,168689329.88244
2018-12-13,41.1396,41.64,40.9102,41.2502,132194901.56933
2018-12-12,41.1166,41.4815,40.7836,40.8035,147652593.46015
2018-12-11,41.4197,41.4515,40.2981,40.6909,195950499.4232
2018-12-10,39.8146,41.0408,39.4128,40.9232,257055759.7636
2018-12-07,41.8644,42.0976,40.6091,40.656,175228741.83217
2018-12-06,41.4445,42.1693,41.1226,42.1544,178613738.39865
2018-12-04,43.6619,44.0108,42.5362,42.639,171344066.77412
2018-12-03,44.5083,44.6249,43.7277,44.596,169080103.20007
2018-11-30,43.5003,43.5103,42.7167,43.0895,163831516.57077
2018-11-29,44.0726,44.1044,42.8782,43.3228,173108344.83525
2018-11-28,42.646,43.7475,42.2073,43.6599,190898048.2297
2018-11-27,41.3838,42.1674,41.2322,42.0428,171522665.88303
2018-11-26,42.0428,42.2113,41.0826,42.1295,186488412.79943
2018-11-23,42.2093,42.614,41.5263,41.5702,97905378.236738
2018-11-21,43.3658,43.4953,42.604,42.6588,128988785.96888
2018-11-20,43.0407,43.7905,42.3479,42.7048,281089747.64332
2018-11-19,45.8471,46.0157,44.6369,44.8482,173733646.33869
2018-11-16,45.9667,47.0485,45.7196,46.6965,153042614.18183
2018-11-15,45.4564,46.3217,45.0985,46.1821,192623168.21352
2018-11-14,46.7873,46.9269,44.8652,45.0725,251978810.07168
2018-11-13,46.236,47.5799,46.1921,46.3856,194298036.38468
2018-11-12,48.0185,48.2239,46.7603,46.8531,211922105.09423
2018-11-09,49.5957,49.7083,48.8001,49.3396,142422773.90036
2018-11-08,50.6655,50.6994,49.8898,50.3065,105110956.95869
2018-11-07,49.5269,50.5079,49.0853,50.4821,139004979.59798
2018-11-06,48.5529,49.2258,48.502,48.9955,132593992.17935
2018-11-05,49.1271,49.1471,47.6546,48.4762,275160359.73919
2018-11-02,50.3883,51.3723,49.3974,49.8928,379816080.35214
2018-11-01,52.6713,53.4649,52.134,53.4331,242553471.19556
2018-10-31,52.1519,53.0083,52.0911,52.6275,159526491.25342
2018-10-30,50.7722,51.7392,50.3185,51.2895,152460948.37185
2018-10-29,52.7053,52.8239,49.5558,51.0373,191035879.36572
2018-10-26,51.9147,52.9435,51.138,52.0123,196537345.98753
2018-10-25,52.3484,53.2346,52.12,52.8498,124163668.082
2018-10-24,53.5237,53.9226,51.5856,51.7192,170198885.34781
2018-10-23,51.8977,53.6793,51.6256,53.5537,161227074.62291
2018-10-22,52.8468,53.7062,52.6474,53.0552,119740033.07989
2018-10-19,52.431,53.2047,52.2806,52.7351,137567257.5737
2018-10-18,52.3822,52.8339,51.2167,51.9445,135498632.01051
2018-10-17,53.4499,53.5327,52.7421,53.1898,95175409.56984
2018-10-16,52.6455,53.6165,52.122,53.4151,121369774.0219
2018-10-15,53.1818,53.3423,52.2426,52.2656,128053127.68957
2018-10-12,53.0004,53.5915,52.142,53.4051,167756383.8509
2018-10-11,51.5806,52.779,51.0573,51.5628,220932838.17963
2018-10-10,54.2137,54.424,51.9515,52.0253,174629610.91188
2018-10-09,53.776,54.6463,53.4351,54.5516,111833962.20436
2018-10-08,53.4301,54.0541,52.9465,53.8088,123365828.9021
2018-10-05,54.8158,54.9265,53.0382,53.9385,139653865.8211
2018-10-04,55.4917,55.8716,54.5197,54.8238,133255737.5062
2018-10-03,55.3162,56.1398,55.2534,55.8038,119169101.9133
2018-10-02,54.6404,55.3034,54.4938,55.1308,103088625.17204
2018-10-01,54.8138,55.1637,54.424,54.6434,98150620.001871
2018-09-28,54.0511,54.3033,53.8706,54.2815,95358252.584207
2018-09-27,53.8208,54.4469,53.751,54.091,125517186.04692
2018-09-26,53.1419,53.8028,52.8398,53.0004,99747195.088564
2018-09-25,52.8369,53.5766,52.8269,53.4251,102116345.52941
2018-09-24,52.137,53.2047,52.0931,53.09,115170671.93353
2018-09-21,53.088,53.2296,52.2486,52.3354,400269366.53812
2018-09-20,52.9565,53.4449,52.6953,52.9036,110660208.89269
2018-09-19,52.5407,52.8079,51.7691,52.5088,112802145.38992
2018-09-18,52.3682,53.3463,52.2118,52.4769,131299912.964
2018-09-17,53.4151,53.6065,52.2426,52.3882,154686496.12577
2018-09-14,54.2835,54.5436,53.5038,53.8258,133078108.34685
2018-09-13,53.746,54.9125,53.5157,54.44,173447785.05209
2018-09-12,54.088,54.1039,52.8598,53.1598,204939599.72464
2018-09-11,52.4191,53.9404,52.0751,53.8288,148672548.07945
2018-09-10,53.13,53.3463,52.0533,52.4989,164340357.92606
2018-09-07,53.3463,54.1917,53.0702,53.2147,156452638.85725
2018-09-06,54.3941,54.6662,53.2147,53.6434,142604579.76081
2018-09-05,55.0641,55.2266,54.1249,54.5516,138624562.77381
2018-09-04,54.9265,55.1049,54.4938,54.9145,113909619.14953
2018-08-31,54.4639,55.0341,54.3373,54.734,180242226.53096
2018-08-30,53.6793,54.8895,53.4749,54.1079,202922942.19305
2018-08-29,52.9336,53.7391,52.7561,53.6135,113346825.72934
2018-08-28,52.6613,53.0282,52.6425,52.8269,94723633.747336
2018-08-27,52.2167,52.5995,52.0183,52.4022,85359512.028825
2018-08-24,52.0851,52.1569,51.7242,51.9775,76839161.165616
2018-08-23,51.6126,52.1938,51.6006,51.8139,78531234.657088
2018-08-22,51.481,52.0253,51.4172,51.7093,79092284.77601
2018-08-21,52.132,52.2267,51.461,51.7073,108792747.05605
2018-08-20,52.441,52.7033,51.7242,51.807,125959962.50291
2018-08-17,51.3225,52.4052,51.2557,52.3154,147333205.22015
2018-08-16,50.9177,51.4102,50.8498,51.2925,118526842.84296
2018-08-15,50.3065,50.6734,50.0952,50.5528,119804414.86092
2018-08-14,50.5309,50.6296,50.0782,50.4371,86286476.87193
2018-08-13,49.9437,50.7233,49.9437,50.2188,107674559.71709
2018-08-10,49.8639,50.2766,49.6945,49.9038,102352656.13545
2018-08-09,49.6665,50.2637,49.6465,50.0514,98043390.924839
2018-08-08,49.3724,49.7961,49.0055,49.6585,94007158.991647
2018-08-07,50.157,50.1969,49.5429,49.6247,106785590.41609
2018-08-06,49.841,50.139,49.6157,50.0982,106109505.48337
2018-08-03,49.6057,50.0174,49.2358,49.838,139588311.47436
